objectid,Station ID,Station Name,Station ID DOMO,Has Kiosk,Dock Count,Station Latitude,Station Longitude,Region_ID,shape,supervisor_district,analysis_neighborhood,data_loaded_at,data_as_of
167,192,37th St at West St,OK-G3,true,23,37.82669559,-122.27179706,12,POINT (-122.271797061 37.826695586),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
168,212,Mosswood Park,OK-G5,true,31,37.82489253,-122.26043655,12,POINT (-122.260436546 37.82489253),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
169,231,14th St at Filbert St,OK-L3,true,19,37.808749829999996,-122.28328228,12,POINT (-122.28328228 37.808749835),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
170,224,21st St at 5th Ave,OK-L13,true,23,37.80045941,-122.2474587,12,POINT (-122.247458696 37.800459412),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
173,193,Grand Ave at Santa Clara Ave,OK-H9-1,true,19,37.8127441,-122.2472152,12,POINT (-122.2472152 37.8127441),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
176,228,Foothill Blvd at Harrington Ave,OK-K17,true,19,37.77993,-122.2177284,12,POINT (-122.2177284 37.77993),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
177,232,MLK Jr Way at 14th St,OK-L4,true,19,37.8061628,-122.2760402,12,POINT (-122.2760402 37.8061628),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
178,227,Foothill Blvd at Fruitvale Ave,OK-L16,true,15,37.7837569,-122.2226033,12,POINT (-122.2226033 37.7837569),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
179,230,14th St at Mandela Pkwy,OK-L1,true,15,37.8107432,-122.2914153,12,POINT (-122.2914153 37.8107432),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
180,191,Market St at 40th St,OK-G2,true,15,37.8305452,-122.2739367,12,POINT (-122.2739367 37.8305452),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
182,198,Snow Park,OK-J6-2,true,31,37.80781318,-122.26449609,12,POINT (-122.264496088 37.807813182),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
183,200,2nd Ave at E 18th St,OK-K9,true,27,37.80021357,-122.25381017,12,POINT (-122.253810167 37.800213567),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
184,196,Grand Ave at Perkins St,OK-I8,true,23,37.808893929999996,-122.25646019,12,POINT (-122.25646019 37.808893934),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
186,214,Market St at Brockhurst St,OK-H3,true,19,37.8233214,-122.2757325,12,POINT (-122.2757325 37.8233214),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
187,202,Washington St at 8th St,OK-M5,true,27,37.8007544,-122.2748943,12,POINT (-122.2748943 37.8007544),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
188,186,Lakeside Dr at 14th St,OK-L7-2,true,27,37.8013189,-122.2626418,12,POINT (-122.2626418 37.8013189),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
189,206,College Ave at Bryant Ave,OK-C5,true,23,37.8381269,-122.2512714,12,POINT (-122.2512714 37.8381269),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
190,204,55th St at Telegraph Ave,OK-C3,true,19,37.8401858,-122.2618225,12,POINT (-122.2618225 37.8401858),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
191,210,45th St at Manila,OK-E5,true,23,37.83329352,-122.25622416,12,POINT (-122.256224155 37.833293522),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
192,211,Broadway at 40th St,OK-F5,true,23,37.8277573,-122.2567156,12,POINT (-122.2567156 37.8277573),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
194,226,26th Ave at International Blvd,OK-M14,true,15,37.781123,-122.2329915,12,POINT (-122.2329915 37.781123),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
195,195,Bay Pl at Vernon St,OK-I6,true,23,37.81231409,-122.26077855,12,POINT (-122.260778546 37.812314091),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
196,220,San Pablo Ave at MLK Jr Way,OK-K4,true,19,37.8113514,-122.2734217,12,POINT (-122.2734217 37.8113514),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
171,229,Bond St at High St,OK-L19,true,19,37.77415256,-122.2123982,12,POINT (-122.212398201 37.774152564),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
172,188,Dover St at 57th St,OK-C2,true,15,37.8426295,-122.267738,12,POINT (-122.267738 37.8426295),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
174,209,45th St at MLK Jr Way,OK-E3,true,19,37.8335577,-122.2674183,12,POINT (-122.2674183 37.8335577),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
181,201,10th St at Fallon St,OK-L8,true,23,37.7976728,-122.2629973,12,POINT (-122.2629973 37.7976728),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
193,197,El Embarcadero at Grand Ave,OK-I9,true,23,37.8088479,-122.2496799,12,POINT (-122.2496799 37.8088479),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
197,225,23rd Ave at Foothill Blvd,OK-L14,true,15,37.7851915,-122.2343822,12,POINT (-122.2343822 37.7851915),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
198,189,Genoa St at 55th St,OK-D2,true,15,37.8396488,-122.2717561,12,POINT (-122.2717561 37.8396488),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
199,190,West St at 40th St,OK-F3,true,23,37.8302232,-122.2709501,12,POINT (-122.2709501 37.8302232),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
202,216,San Pablo Ave at 27th St,OK-I3,true,19,37.8178269,-122.2756976,12,POINT (-122.2756976 37.8178269),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
203,194,Lakeshore Ave at Trestle Glen Rd,OK-H9-2,true,15,37.8110807,-122.2432677,12,POINT (-122.2432677 37.8110807),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
204,218,DeFremery Park,OK-K2,true,0,37.8123315,-122.2851712,12,POINT (-122.2851712 37.8123315),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
205,219,Marston Campbell Park,OK-K3,true,19,37.8098236,-122.2801923,12,POINT (-122.2801923 37.8098236),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
206,233,4th Ave at E 12th St (Temporary Location),OK-L9,true,19,37.795913,-122.255547,12,POINT (-122.255547 37.795913),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
208,283,Delmas Ave and San Fernando St,SJ-M8-2,true,19,37.3302641,-121.8977018,5,POINT (-121.8977018 37.3302641),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
209,243,Bancroft Way at College Ave,BK-D10,true,30,37.8693603,-122.2543374,14,POINT (-122.2543374 37.8693603),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
210,249,Russell St at College Ave,BK-H10,true,19,37.8584732,-122.2532529,14,POINT (-122.2532529 37.8584732),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
211,234,Farnam St at Fruitvale Ave,OK-M16,true,0,37.778058,-122.22540000000001,12,POINT (-122.2254 37.778058),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
212,256,Hearst Ave at Euclid Ave,BK-C9,true,15,37.87511169,-122.26055324,14,POINT (-122.260553241 37.875111693),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
185,215,34th St at Telegraph Ave,OK-H4-3,true,23,37.8225475,-122.2663179,12,POINT (-122.2663179 37.8225475),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
200,208,4th St at San Carlos St,SJ-N10-1,true,19,37.33279952,-121.8838504,5,POINT (-121.883850396 37.332799524),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
201,217,27th St at MLK Jr Way,OK-I4,true,19,37.8170154,-122.2717615,12,POINT (-122.2717615 37.8170154),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
207,279,Santa Clara St at 7th St,SJ-M11-1,true,15,37.3391456,-121.8841054,5,POINT (-121.8841054 37.3391456),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
213,240,Haste St at Telegraph Ave,BK-E9-2,true,19,37.8660431,-122.2588044,14,POINT (-122.2588044 37.8660431),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
214,236,Market St at 8th St,OK-M4,true,23,37.8036865,-122.282497,12,POINT (-122.282497 37.8036865),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
215,276,Julian St at The Alameda,SJ-K5,true,23,37.3322326,-121.9125165,5,POINT (-121.9125165 37.3322326),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
216,254,Vine St at Shattuck Ave,BK-A7,true,15,37.88022245,-122.26959229,14,POINT (-122.269592285 37.880222446),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
218,241,Ashby BART Station,BK-H6,true,23,37.8524766,-122.2702132,14,POINT (-122.2702132 37.8524766),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
219,242,Milvia St at Derby St,BK-F7,true,23,37.8601246,-122.26938441,14,POINT (-122.269384414 37.860124599),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
220,237,Fruitvale BART Station,OK-N17,true,15,37.7752321,-122.2244982,12,POINT (-122.2244982 37.7752321),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
222,244,Shattuck Ave at Hearst Ave,BK-C7,true,23,37.87367621,-122.26848722,14,POINT (-122.268487215 37.873676215),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
223,252,Channing Way at Shattuck Ave,BK-E7,true,23,37.8658466,-122.2674431,14,POINT (-122.2674431 37.8658466),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
224,274,Oregon St at Adeline St,BK-G7,true,20,37.8575672,-122.2675583,14,POINT (-122.2675583 37.8575672),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
225,253,Haste St at College Ave,BK-E10,true,23,37.86641794,-122.25379944,14,POINT (-122.253799438 37.866417941),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
226,263,Channing Way at San Pablo Ave,BK-E3,true,23,37.8628271,-122.2902305,14,POINT (-122.2902305 37.8628271),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
227,250,North Berkeley BART Station,BK-C5,true,27,37.873557999999996,-122.283093,14,POINT (-122.283093 37.873558),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
228,280,San Fernando St at 7th St,SJ-M11-2,true,23,37.33712237,-121.88321471,5,POINT (-121.883214712 37.337122373),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
229,246,Berkeley Civic Center,BK-D7-2,true,27,37.8690599,-122.270556,14,POINT (-122.270556 37.8690599),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
230,267,Derby St at College Ave,BK-F10,true,19,37.8618037,-122.2535687,14,POINT (-122.2535687 37.8618037),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
232,273,Fulton St at Ashby Ave,BK-H8,true,19,37.85557366,-122.26356536,14,POINT (-122.263565361 37.855573662),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
221,269,Telegraph Ave at Carleton St,BK-F9,true,19,37.8623199,-122.258801,14,POINT (-122.258801 37.8623199),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
231,262,West St at University Ave,BK-D4,true,15,37.86996671,-122.28653312,14,POINT (-122.286533117 37.869966708),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
233,258,University Ave at Oxford St,BK-C8,true,23,37.8723555,-122.2664467,14,POINT (-122.2664467 37.8723555),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
234,277,W Julian St at N Morrison St,SJ-K6,true,19,37.33367712,-121.90861791,5,POINT (-121.908617914 37.333677123),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
235,265,Ninth St at Parker St,BK-F2,true,15,37.8588682,-122.2912095,14,POINT (-122.2912095 37.8588682),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
236,275,Julian St at 6th St,SJ-K11,true,15,37.3429973,-121.8888891,5,POINT (-121.8888891 37.3429973),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
237,247,Fulton St at Bancroft Way,BK-E8,true,23,37.8677892,-122.2658964,14,POINT (-122.2658964 37.8677892),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
239,238,MLK Jr Way at University Ave,BK-C6,true,23,37.8717192,-122.2730677,14,POINT (-122.2730677 37.8717192),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
241,271,San Pablo Park,BK-G4,true,19,37.85578332,-122.28312671,14,POINT (-122.283126712 37.85578332),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
242,235,Union St at 10th St,OK-M2,true,19,37.8072393,-122.2893702,12,POINT (-122.2893702 37.8072393),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
243,239,Bancroft Way at Telegraph Ave,BK-E9-1,true,23,37.8688126,-122.258764,14,POINT (-122.258764 37.8688126),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
244,257,Fifth St at Delaware St,BK-C1,true,15,37.87040712,-122.29967594,14,POINT (-122.299675941 37.870407115),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
245,248,Telegraph Ave at Ashby Ave,BK-H9,true,19,37.8559558,-122.2597949,14,POINT (-122.2597949 37.8559558),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
246,259,Addison St at Fourth St,BK-D1,true,23,37.866248999999996,-122.2993708,14,POINT (-122.2993708 37.866249),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
247,255,Virginia St at Shattuck Ave,BK-B7,true,23,37.87657255,-122.26952791,14,POINT (-122.269527912 37.876572549),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
248,268,Ellsworth St at Russell St,BK-G8,true,15,37.85749021,-122.26157784,14,POINT (-122.261577845 37.857490215),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
249,270,Ninth St at Heinz Ave,BK-H3,true,15,37.85390696,-122.28969812,14,POINT (-122.289698124 37.853906962),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
250,266,Parker St at Fulton St,BK-F8,true,23,37.8624644,-122.2647911,14,POINT (-122.2647911 37.8624644),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
251,281,9th St at San Fernando St,SJ-M11-3,true,19,37.3383952,-121.8807965,5,POINT (-121.8807965 37.3383952),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
253,245,Downtown Berkeley BART,BK-D7-1,true,29,37.870139,-122.268422,14,POINT (-122.268422 37.870139),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
255,311,Paseo De San Antonio at 2nd St,SJ-M10-3,true,19,37.333798,-121.886943,5,POINT (-121.886943 37.333798),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
257,296,5th St at Virginia St,SJ-P10,true,27,37.3259984,-121.87711999999999,5,POINT (-121.87712 37.3259984),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
259,292,Empire St at 1st St,SJ-J9,true,19,37.3448821,-121.8969655,5,POINT (-121.8969655 37.3448821),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
260,298,Oak St at 1st St,SJ-P9,true,23,37.32212463,-121.8810904,5,POINT (-121.881090403 37.322124625),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
238,251,California St at University Ave,BK-D5,true,15,37.87055533,-122.27972031,14,POINT (-122.279720306 37.870555329),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
252,282,E Virginia St at S 2nd St,SJ-P10-2,true,19,37.324414,-121.88078,5,POINT (-121.88078 37.324414),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
254,278,The Alameda at Bush St,SJ-L7-2,true,23,37.3319323,-121.9048882,5,POINT (-121.9048882 37.3319323),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
256,313,Almaden Blvd at San Fernando St,SJ-M8-1,true,23,37.331415,-121.89320000000001,5,POINT (-121.8932 37.331415),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
258,307,SAP Center,SJ-L7-1,true,23,37.332692,-121.90008399999999,5,POINT (-121.900084 37.332692),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
261,290,George St at 1st St,SJ-I9,true,19,37.34759257,-121.89966202,5,POINT (-121.899662018 37.347592574),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
262,309,San Jose City Hall,SJ-M10-1,true,23,37.337391,-121.886995,5,POINT (-121.886995 37.337391),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
263,314,Santa Clara St at Almaden Blvd,SJ-M9-2,true,11,37.333988,-121.894902,5,POINT (-121.894902 37.333988),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
264,287,Almaden Blvd at Balbach St,SJ-O9,true,19,37.32673,-121.8892731,5,POINT (-121.8892731 37.32673),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
265,297,Locust St at Grant St,SJ-P8,true,19,37.3229796,-121.8879312,5,POINT (-121.8879312 37.3229796),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
266,295,William St at 10th St,SJ-O12,true,23,37.3327938,-121.8759263,5,POINT (-121.8759263 37.3327938),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
267,306,Saint James Park,SJ-L10,true,15,37.339301,-121.889937,5,POINT (-121.889937 37.339301),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
268,317,San Salvador St at 9th St,SJ-N11,true,19,37.333954999999996,-121.877349,5,POINT (-121.877349 37.333955),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
269,286,San Carlos St at 11th St,SJ-N12-1,true,19,37.3364659,-121.8766132,5,POINT (-121.8766132 37.3364659),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
270,312,San Jose Diridon Station,SJ-M7-1,true,35,37.329732,-121.901782,5,POINT (-121.901782 37.329732),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
271,291,Autumn Parkway at Coleman Ave,SJ-J8,true,15,37.3413348,-121.9031829,5,POINT (-121.9031829 37.3413348),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
272,300,Palm St at Willow St,SJ-Q8,true,19,37.3172979,-121.884995,5,POINT (-121.884995 37.3172979),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
273,318,San Carlos St at Market St,SJ-N9,true,15,37.330698,-121.888979,5,POINT (-121.888979 37.330698),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
274,308,San Pedro Square,SJ-L9,true,15,37.336802,-121.8940901,5,POINT (-121.8940901 37.336802),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
275,316,1st St at San Carlos St,SJ-N10-2,true,3,37.33116799,-121.88693762,5,POINT (-121.886937618 37.331167994),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
276,288,Mission St at 1st St,SJ-H10,true,27,37.3509643,-121.9020161,5,POINT (-121.9020161 37.3509643),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
277,310,San Fernando St at 4th St,SJ-M10-2,true,23,37.335885,-121.88566,5,POINT (-121.88566 37.335885),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
278,289,5th St at Taylor St,SJ-I10,true,23,37.35090179,-121.89584255,5,POINT (-121.895842552 37.350901793),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
279,299,Bestor Art Park,SJ-Q11,true,15,37.3236779,-121.8741186,5,POINT (-121.8741186 37.3236779),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
280,315,Market St at 45th St,OK-F2-2,true,15,37.834174,-122.27296799999999,12,POINT (-122.272968 37.834174),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
282,294,Pierce Ave at Market St,SJ-O10,true,27,37.327580999999995,-121.884559,5,POINT (-121.884559 37.327581),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
283,305,Ryland Park,SJ-K9,true,23,37.342725,-121.895617,5,POINT (-121.895617 37.342725),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
285,301,Willow St at Vine St,SJ-Q9,true,15,37.3184498,-121.8831724,5,POINT (-121.8831724 37.3184498),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
286,303,San Pedro St at Hedding St,SJ-H9,true,23,37.352601,-121.905733,5,POINT (-121.905733 37.352601),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
288,304,Jackson St at 5th St,SJ-J10,true,27,37.34875869,-121.89479783,5,POINT (-121.894797832 37.348758687),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
289,341,Fountain Alley at S 2nd St,SJ-M10-4,true,11,37.3361883,-121.8892765,5,POINT (-121.889276505 37.3361883),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
292,351,10th St at University Ave,BK-D2,true,19,37.86906048,-122.29339957,14,POINT (-122.293399572 37.869060475),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
294,340,Harmon St at Adeline St,BK-I6,true,15,37.849734999999995,-122.27058199999999,14,POINT (-122.270582 37.849735),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
298,338,13th St at Franklin St,OK-L6,true,23,37.80318908,-122.27057934,12,POINT (-122.270579338 37.803189081),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
301,339,Jackson St at 11th St,OK-L7,true,27,37.80000163,-122.26643801,12,POINT (-122.266438007 37.800001631),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
304,388,Backesto Park (Jackson St at 13th St),SJ-J12-2,true,15,37.35288683,-121.88604981,5,POINT (-121.886049807 37.352886827),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
306,327,5th St at San Salvador St,SJ-N10-3,true,19,37.33203868,-121.88176632,5,POINT (-121.881766319 37.332038681),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
309,337,Webster St at 19th St,OK-K6,true,27,37.80696976,-122.26658821,12,POINT (-122.266588211 37.806969761),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
312,391,1st St at Younger Ave,SJ-G10,true,19,37.35502958,-121.90443635,5,POINT (-121.90443635 37.355029582),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
313,378,7th St at Empire St,SJ-J11,true,31,37.34771198,-121.89055324,5,POINT (-121.890553236 37.347711982),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
314,385,Woolsey St at Sacramento St,BK-I5,true,14,37.8505777,-122.2781754,14,POINT (-122.2781754 37.8505777),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
317,394,10th St at Empire St,SJ-J12-1,true,23,37.34942631,-121.8876189,5,POINT (-121.887618899 37.349426309),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
322,389,Taylor St at 9th St,SJ-I11,true,23,37.35306166,-121.89193726,5,POINT (-121.891937256 37.353061661),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
323,372,Madison St at 17th St,OK-K7,true,19,37.80403678,-122.26240933,12,POINT (-122.262409329 37.804036784),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
325,392,Sonora Ave at 1st St,SJ-E9,true,15,37.36406046,-121.91173196,5,POINT (-121.911731958 37.364060462),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
328,395,Kerley Dr at Rosemary St,SJ-F10,true,27,37.36085416,-121.90683424,5,POINT (-121.906834245 37.360854155),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
332,393,Asbury St at The Alameda,SJ-I5,true,23,37.33802231,-121.91947818,5,POINT (-121.919478178 37.338022313),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
334,357,2nd St at Julian St,SJ-K10,true,23,37.34113204,-121.89284384,5,POINT (-121.892843843 37.341132035),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
337,396,Metro Dr at Technology Dr,SJ-C9,true,23,37.36767805,-121.91879421,5,POINT (-121.918794215 37.367678052),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
339,417,Park Ave at Race St,SJ-M5,true,23,37.32601085,-121.91232741,5,POINT (-121.912327409 37.326010848),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
340,402,Raymond Bernal Jr Memorial Park (8th St at Hedding St),SJ-H11,true,23,37.35683435,-121.89593576,5,POINT (-121.895935759 37.356834353),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
341,418,17th St at Santa Clara St,SJ-L13,true,19,37.34398468,-121.87438488,5,POINT (-121.87438488 37.343984678),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
344,423,South San Jose State (7th St at Humboldt St),SJ-R11,true,31,37.32031582,-121.87009871,5,POINT (-121.87009871 37.320315821),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
347,443,3rd St at Keyes St,SJ-Q10,true,23,37.32086615,-121.87627852,5,POINT (-121.87627852 37.320866146),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
351,401,Skyport Dr at Technology Dr,SJ-D9,true,19,37.36522655,-121.91681474,5,POINT (-121.916814744 37.365226552),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
353,416,Auzerais Ave at Los Gatos Creek Trail,SJ-N6,true,23,37.32118183,-121.90308988,5,POINT (-121.903089881 37.321181834),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
355,422,Stockton Ave at Lenzen Ave,SJ-J6,true,23,37.33677476,-121.90914899,5,POINT (-121.909148991 37.336774763),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
359,405,Sunol St at San Carlos St,SJ-N5,true,27,37.32345134,-121.90597594,5,POINT (-121.905975938 37.323451339),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
362,425,Bird Ave at Willow St,SJ-Q5,true,19,37.31128395,-121.89632535,5,POINT (-121.89632535 37.311283946),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
364,403,10th St at Mission St,SJ-H12,true,23,37.35569265,-121.89225107,5,POINT (-121.892251074 37.355692651),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
365,404,21st St at Santa Clara St,SJ-M14,true,19,37.3457588,-121.87067807,5,POINT (-121.870678067 37.345758795),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
367,444,Mercado Way at Sierra Rd,SJ-G15,true,19,37.37111641,-121.8813318,5,POINT (-121.881331801 37.371116413),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
371,427,Auzerais Ave at Lincoln Ave,SJ-N5-2,true,27,37.32096853,-121.90829605,5,POINT (-121.908296049 37.320968531),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
373,407,Bird Ave at Coe Ave,SJ-P6,true,15,37.31515793,-121.89783275,5,POINT (-121.897832751 37.31515793),,,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
